name,orig_name,state,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_county,gnis_latitude,gnis_longitude,latitude,longitude,state_full,state_latitude,state_longitude
ATCHISON JUNCTION,ATCHISON JUNCTION,MO,Platte,1876.0,1899.0,True,4.0,2084,True,23.0,True,ATCHISON JUNCTION,MO,755547.0,Populated Place,Platte,39.4774978,-94.6749577,39.4774978,-94.6749577,Missouri,38.29739780113773,-92.40621321592816
ATCHLEY,ATCHLEY,MO,Laclede,1902.0,1905.0,True,6.0,2085,True,3.0,True,ATCHLEY,MO,735022.0,Populated Place,Laclede,37.7367065,-92.7065664,37.7367065,-92.7065664,Missouri,38.29739780113773,-92.40621321592816
ATHENS,ATHENS,MO,Clark,1841.0,1922.0,True,3.0,2098,True,81.0,True,ATHENS,MO,740640.0,Populated Place,Clark,40.582537,-91.6984969,40.582537,-91.6984969,Missouri,38.29739780113773,-92.40621321592816
ATHERTON,ATHERTON,MO,Jackson,1888.0,1976.0,True,1.0,2112,True,88.0,True,ATHERTON,MO,713464.0,Populated Place,Jackson,39.1861153,-94.3055037,39.1861153,-94.3055037,Missouri,38.29739780113773,-92.40621321592816
ATHOL,ATHOL,MO,Bates,1899.0,1903.0,True,5.0,2113,True,4.0,True,ATHOL,MO,740641.0,Populated Place,Bates,38.1725272,-94.3788399,38.1725272,-94.3788399,Missouri,38.29739780113773,-92.40621321592816
ATHOL,ATHOL,MO,Jackson,1921.0,1928.0,True,3.0,2114,True,7.0,True,ATHOL,MO,713465.0,Populated Place,Jackson,39.1072266,-94.4832864,39.1072266,-94.4832864,Missouri,38.29739780113773,-92.40621321592816
ATOKA,ATOKA,MO,Laclede,1887.0,1912.0,True,4.0,2169,True,25.0,True,ATOKA,MO,759988.0,Post Office,Laclede,37.7322633,-92.431004,37.7322633,-92.431004,Missouri,38.29739780113773,-92.40621321592816
ATTEBERRY,ATTEBERRY,MO,Webster,1903.0,1906.0,True,6.0,2182,True,3.0,True,ATTEBERRY,MO,713472.0,Cemetery,Webster,37.4500371,-93.0532312,37.4500371,-93.0532312,Missouri,38.29739780113773,-92.40621321592816
ATWELL,ATWELL,MO,Miller,1894.0,1910.0,True,4.0,2199,True,16.0,True,ATWELL,MO,740642.0,Populated Place,Miller,38.0383719,-92.2126715,38.0383719,-92.2126715,Missouri,38.29739780113773,-92.40621321592816
AUBREY,AUBREY,MO,Johnson,1877.0,1904.0,True,5.0,2212,True,27.0,True,AUBREY,MO,745113.0,Post Office,Johnson,38.6680695,-93.7027147,38.6680695,-93.7027147,Missouri,38.29739780113773,-92.40621321592816
AUBURN,AUBURN,MO,Lincoln,1828.0,1905.0,True,4.0,2219,True,77.0,True,AUBURN,MO,740643.0,Populated Place,Lincoln,39.1267137,-90.9740258,39.1267137,-90.9740258,Missouri,38.29739780113773,-92.40621321592816
AUD,AUD,MO,Osage,1889.0,1954.0,True,1.0,2248,True,65.0,True,AUD,MO,740644.0,Populated Place,Osage,38.5803211,-91.7207271,38.5803211,-91.7207271,Missouri,38.29739780113773,-92.40621321592816
AUGLAIZE,AUGLAIZE,MO,Camden,1893.0,1895.0,True,6.0,2260,True,2.0,True,AUGLAIZE,MO,713481.0,Cemetery,Camden,38.09751,-92.5994839,38.09751,-92.5994839,Missouri,38.29739780113773,-92.40621321592816
AULLVILLE,AULLVILLE,MO,Lafayette,1871.0,1957.0,True,1.0,2278,True,86.0,True,AULLVILLE,MO,713484.0,Populated Place,Lafayette,39.0177901,-93.6779944,39.0177901,-93.6779944,Missouri,38.29739780113773,-92.40621321592816
AURORA,AURORA,MO,Platte,1838.0,1839.0,True,9.0,2295,True,1.0,True,AURORA,MO,734182.0,School,Platte,39.3175002,-94.8774628,39.3175002,-94.8774628,Missouri,38.29739780113773,-92.40621321592816
AURORA SPRINGS,AURORA SPRINGS,MO,Miller,1882.0,1912.0,True,4.0,2306,True,30.0,True,AURORA SPRINGS,MO,713489.0,Populated Place,Miller,38.324753,-92.5851866,38.324753,-92.5851866,Missouri,38.29739780113773,-92.40621321592816
AUSTIN,AUSTIN,MO,Cass,1856.0,1918.0,False,3.0,2317,True,62.0,True,AUSTIN,MO,713492.0,Populated Place,Cass,38.5027919,-94.2999465,38.5027919,-94.2999465,Missouri,38.29739780113773,-92.40621321592816
AVALON,AVALON,MO,Livingston,1872.0,1985.0,True,1.0,2358,True,113.0,True,AVALON,MO,713498.0,Populated Place,Livingston,39.6591871,-93.4416002,39.6591871,-93.4416002,Missouri,38.29739780113773,-92.40621321592816
AVENUE CITY,AVENUE CITY,MO,Andrew,1878.0,1913.0,True,3.0,2379,True,35.0,True,AVENUE CITY,MO,713500.0,Populated Place,Andrew,39.8633275,-94.7571864,39.8633275,-94.7571864,Missouri,38.29739780113773,-92.40621321592816
AVERT,AVERT,MO,Stoddard,1890.0,1945.0,False,2.0,2388,True,55.0,True,AVERT,MO,713502.0,Populated Place,Stoddard,36.9294955,-89.8478654,36.9294955,-89.8478654,Missouri,38.29739780113773,-92.40621321592816
AVERY,AVERY,MO,Crawford/Dent,1853.0,1886.0,False,6.0,2390,True,33.0,True,AVERY,MO,736480.0,Populated Place,Crawford,38.053379,-91.2829217,38.053379,-91.2829217,Missouri,38.29739780113773,-92.40621321592816
AVOCA,AVOCA,MO,Jefferson,1840.0,1885.0,True,5.0,2406,True,45.0,True,AVOCA,MO,742611.0,School,Jefferson,38.0569973,-90.4998473,38.0569973,-90.4998473,Missouri,38.29739780113773,-92.40621321592816
AVOLA,AVOLA,MO,Vernon,1869.0,1885.0,True,6.0,2415,True,16.0,True,AVOLA,MO,713510.0,Cemetery,Vernon,37.6822583,-94.3577204,37.6822583,-94.3577204,Missouri,38.29739780113773,-92.40621321592816
AVON,AVON,MO,St. Genevieve,1849.0,1928.0,True,3.0,2416,True,79.0,True,AVON,MO,713512.0,Populated Place,Ste. Genevieve,37.7514409,-90.2234527,37.7514409,-90.2234527,Missouri,38.29739780113773,-92.40621321592816
AVONDALE,AVONDALE,MO,Clay,1915.0,1982.0,True,1.0,2427,True,67.0,True,AVONDALE,MO,730051.0,Populated Place,Clay,39.1541703,-94.5468991,39.1541703,-94.5468991,Missouri,38.29739780113773,-92.40621321592816
AXTELL,AXTELL,MO,Macon,1898.0,1931.0,True,2.0,2457,True,33.0,True,AXTELL,MO,740646.0,Populated Place,Macon,39.8244789,-92.4729645,39.8244789,-92.4729645,Missouri,38.29739780113773,-92.40621321592816
AYERSVILLE,AYERSVILLE,MO,Putnam,1854.0,1887.0,True,4.0,2474,True,33.0,True,AYERSVILLE,MO,735805.0,Populated Place,Putnam,40.5491762,-93.3002138,40.5491762,-93.3002138,Missouri,38.29739780113773,-92.40621321592816
AYRES,AYRES,MO,Saline,1892.0,1903.0,True,5.0,2483,True,11.0,True,AYRES,MO,743647.0,Locale,Saline,39.3050252,-93.0721412,39.3050252,-93.0721412,Missouri,38.29739780113773,-92.40621321592816
AZEN,AZEN,MO,Scotland,1878.0,1907.0,True,5.0,2491,True,29.0,True,AZEN,MO,740647.0,Populated Place,Scotland,40.5597547,-92.0382318,40.5597547,-92.0382318,Missouri,38.29739780113773,-92.40621321592816
BABBTOWN,BABBTOWN,MO,Osage,1878.0,1906.0,True,5.0,2502,True,28.0,True,BABBTOWN,MO,740648.0,Populated Place,Osage,38.3389265,-92.1385096,38.3389265,-92.1385096,Missouri,38.29739780113773,-92.40621321592816
BACHELOR,BACHELOR,MO,Callaway,1875.0,1959.0,True,1.0,2517,True,84.0,True,BACHELOR,MO,740649.0,Populated Place,Callaway,38.9933725,-91.7721151,38.9933725,-91.7721151,Missouri,38.29739780113773,-92.40621321592816
BACON,BACON,MO,Moniteau,1890.0,1907.0,True,5.0,2529,True,17.0,True,BACON,MO,740650.0,Populated Place,Moniteau,38.7086422,-92.4535221,38.7086422,-92.4535221,Missouri,38.29739780113773,-92.40621321592816
BACON,BACON,MO,Vernon,1881.0,1882.0,True,6.0,2530,True,1.0,True,BACON,MO,767478.0,Civil,Vernon,37.9887181,-94.1187948,37.9887181,-94.1187948,Missouri,38.29739780113773,-92.40621321592816
BADEN,BADEN,MO,St. Louis,1860.0,1885.0,True,6.0,2539,True,25.0,True,BADEN,MO,2469222.0,Post Office,St. Louis (city),38.7146649,-90.2293715,38.7146649,-90.2293715,Missouri,38.29739780113773,-92.40621321592816
BADO,BADO,MO,Texas,1883.0,1953.0,True,1.0,2545,True,70.0,True,BADO,MO,740651.0,Populated Place,Texas,37.2692162,-92.1234918,37.2692162,-92.1234918,Missouri,38.29739780113773,-92.40621321592816
BAGNELL,BAGNELL,MO,Miller,1884.0,1942.0,True,2.0,2566,True,58.0,True,BAGNELL,MO,713534.0,Populated Place,Miller,38.2266992,-92.6015743,38.2266992,-92.6015743,Missouri,38.29739780113773,-92.40621321592816
BAHNER,BAHNER,MO,Pettis,1882.0,1907.0,False,5.0,2575,True,25.0,True,BAHNER,MO,713536.0,Populated Place,Pettis,38.569464,-93.1285358,38.569464,-93.1285358,Missouri,38.29739780113773,-92.40621321592816
BAILEY,BAILEY,MO,Pulaski,1884.0,1914.0,True,4.0,2580,True,30.0,True,BAILEY,MO,744635.0,Locale,Pulaski,37.6858754,-92.1965534,37.6858754,-92.1965534,Missouri,38.29739780113773,-92.40621321592816
BAILEY'S CREEK,BAILEY'S CREEK,MO,Osage,1844.0,1907.0,True,4.0,2593,True,63.0,True,BAILEYS CREEK,MO,740453.0,Locale,Osage,38.5797648,-91.7773956,38.5797648,-91.7773956,Missouri,38.29739780113773,-92.40621321592816
BAILEY'S STATION,BAILEY'S STATION,MO,Jefferson,1861.0,1864.0,True,7.0,2600,True,3.0,True,BAILEY STATION,MO,738302.0,Populated Place,Jefferson,38.2250547,-90.4315109,38.2250547,-90.4315109,Missouri,38.29739780113773,-92.40621321592816
BAINBRIDGE,BAINBRIDGE,MO,Cape Girardeau,1821.0,1835.0,True,7.0,2609,True,14.0,True,BAINBRIDGE,MO,740652.0,Populated Place,Cape Girardeau,37.4106053,-89.437036,37.4106053,-89.437036,Missouri,38.29739780113773,-92.40621321592816
BAINBRIDGE,BAINBRIDGE,MO,Clinton,1870.0,1905.0,True,4.0,2610,True,35.0,True,BAINBRIDGE,MO,741351.0,Populated Place,Clinton,39.5394426,-94.5007852,39.5394426,-94.5007852,Missouri,38.29739780113773,-92.40621321592816
BAIRDSTOWN,BAIRDSTOWN,MO,Sullivan,1858.0,1903.0,False,4.0,2629,True,45.0,True,BAIRDSTOWN,MO,733906.0,Populated Place,Sullivan,40.2847383,-93.1960447,40.2847383,-93.1960447,Missouri,38.29739780113773,-92.40621321592816
BAKER,BAKER,MO,St. Clair,1869.0,1919.0,False,3.0,2639,True,50.0,True,BAKER,MO,755713.0,Populated Place,St. Clair,38.1980816,-93.5899305,38.1980816,-93.5899305,Missouri,38.29739780113773,-92.40621321592816
BAKERS GROVE,BAKERS GROVE,MO,Barton,1858.0,1880.0,False,6.0,2662,True,22.0,True,BAKERS GROVE,MO,746182.0,Locale,Barton,37.6044894,-94.3557834,37.6044894,-94.3557834,Missouri,38.29739780113773,-92.40621321592816
BALD KNOB,BALD KNOB,MO,Taney,1854.0,1873.0,False,7.0,2699,True,19.0,True,BALD KNOB,MO,733646.0,School,Taney,36.6011745,-93.0185095,36.6011745,-93.0185095,Missouri,38.29739780113773,-92.40621321592816
BALDRIDGE,BALDRIDGE,MO,Pulaski,1885.0,1901.0,True,5.0,2707,True,16.0,True,BALDRIDGE,MO,753826.0,School,Pulaski,37.6242094,-92.1029391,37.6242094,-92.1029391,Missouri,38.29739780113773,-92.40621321592816
BALLARD,BALLARD,MO,Bates,1884.0,1907.0,True,5.0,2751,True,23.0,True,BALLARD,MO,713605.0,Populated Place,Bates,38.361409,-94.1432781,38.361409,-94.1432781,Missouri,38.29739780113773,-92.40621321592816
BALM,BALM,MO,Cedar,1885.0,1910.0,True,3.0,2787,True,25.0,True,BALM,MO,729858.0,Populated Place,Cedar,37.8736461,-93.8935481,37.8736461,-93.8935481,Missouri,38.29739780113773,-92.40621321592816
BALS,BALS,MO,Lincoln,1881.0,1907.0,True,3.0,2793,True,26.0,True,BALS,MO,755559.0,Populated Place,Lincoln,38.9353283,-90.778183,38.9353283,-90.778183,Missouri,38.29739780113773,-92.40621321592816
BANCROFT,BANCROFT,MO,Daviess,1867.0,1901.0,True,4.0,2821,True,34.0,True,BANCROFT,MO,740654.0,Populated Place,Daviess,40.1191739,-93.8585579,40.1191739,-93.8585579,Missouri,38.29739780113773,-92.40621321592816
BANDYVILLE,BANDYVILLE,MO,Oregon,1872.0,1908.0,False,5.0,2836,True,36.0,True,BANDYVILLE,MO,760050.0,Post Office,Oregon,36.8417224,-91.4076367,36.8417224,-91.4076367,Missouri,38.29739780113773,-92.40621321592816
BANGERT,BANGERT,MO,Dent,1902.0,1951.0,True,1.0,2840,True,49.0,True,BANGERT,MO,740655.0,Populated Place,Dent,37.7711542,-91.5159824,37.7711542,-91.5159824,Missouri,38.29739780113773,-92.40621321592816
BANNER,BANNER,MO,Iron,1924.0,1956.0,True,1.0,2867,True,32.0,True,BANNER,MO,748661.0,Populated Place,Iron,37.6969924,-90.8345721,37.6969924,-90.8345721,Missouri,38.29739780113773,-92.40621321592816
BANNISTER,BANNISTER,MO,Camden,1893.0,1916.0,False,4.0,2883,True,23.0,True,BANNISTER,MO,740656.0,Populated Place,Camden,38.0350322,-92.9882473,38.0350322,-92.9882473,Missouri,38.29739780113773,-92.40621321592816
BANTA,BANTA,MO,Grundy,1881.0,1882.0,True,6.0,2886,True,1.0,True,BANTA,MO,754216.0,Populated Place,Grundy,40.1083483,-93.4824384,40.1083483,-93.4824384,Missouri,38.29739780113773,-92.40621321592816
BARDLEY,BARDLEY,MO,Ripley,1895.0,1966.0,True,1.0,2941,True,71.0,True,BARDLEY,MO,748665.0,Populated Place,Ripley,36.6942243,-91.121797,36.6942243,-91.121797,Missouri,38.29739780113773,-92.40621321592816
BARFIELD,BARFIELD,MO,Ripley,1883.0,1892.0,True,3.0,2956,True,9.0,True,BARFIELD,MO,735742.0,Populated Place,Ripley,36.5753359,-90.6040037,36.5753359,-90.6040037,Missouri,38.29739780113773,-92.40621321592816
BARKERSVILLE,BARKERSVILLE,MO,Callaway,1876.0,1897.0,True,5.0,2987,True,21.0,True,BARKERSVILLE,MO,743495.0,School,Callaway,38.58826,-92.02086,38.58826,-92.02086,Missouri,38.29739780113773,-92.40621321592816
BARKS,BARKS,MO,Perry,1899.0,1919.0,True,4.0,2998,True,20.0,True,BARKS,MO,753094.0,Locale,Perry,37.6764435,-90.0667801,37.6764435,-90.0667801,Missouri,38.29739780113773,-92.40621321592816
BARNES RIDGE,BARNES RIDGE,MO,New Madrid,1879.0,1881.0,True,7.0,3048,True,2.0,True,BARNES RIDGE,MO,746828.0,School,New Madrid,36.6689471,-89.4014628,36.6689471,-89.4014628,Missouri,38.29739780113773,-92.40621321592816
BARNESVILLE,BARNESVILLE,MO,Clinton,1860.0,1872.0,True,6.0,3054,True,12.0,True,BARNESVILLE,MO,740658.0,Populated Place,Clinton,39.5041716,-94.2313313,39.5041716,-94.2313313,Missouri,38.29739780113773,-92.40621321592816
BARNESVILLE,BARNESVILLE,MO,Macon,1878.0,1904.0,True,5.0,3055,True,26.0,True,BARNESVILLE,MO,740659.0,Populated Place,Macon,39.8994773,-92.5899124,39.8994773,-92.5899124,Missouri,38.29739780113773,-92.40621321592816
BARNETTSVILLE,BARNETTSVILLE,MO,Morgan,1875.0,1880.0,True,6.0,3070,True,5.0,True,BARNETTSVILLE,MO,755538.0,Populated Place,Morgan,38.3783618,-92.6746337,38.3783618,-92.6746337,Missouri,38.29739780113773,-92.40621321592816
BARNEY,BARNEY,MO,Dent,1879.0,1894.0,True,3.0,3072,True,15.0,True,BARNES,MO,713668.0,Cemetery,Dent,37.6999947,-91.5431883,37.6999947,-91.5431883,Missouri,38.29739780113773,-92.40621321592816
BARNEYVILLE,BARNEYVILLE,MO,Audrain,1876.0,1877.0,True,7.0,3078,True,1.0,True,BARNEYVILLE,MO,759494.0,Post Office,Audrain,39.1690045,-91.5014855,39.1690045,-91.5014855,Missouri,38.29739780113773,-92.40621321592816
BARNUMTON,BARNUMTON,MO,Camden,1867.0,1956.0,True,1.0,3091,True,89.0,True,BARNUMTON,MO,740660.0,Populated Place,Camden,38.1100312,-92.9365805,38.1100312,-92.9365805,Missouri,38.29739780113773,-92.40621321592816
BARREN,BARREN,MO,Carter,1887.0,1932.0,True,2.0,3109,True,45.0,True,BARREN,MO,740402.0,Populated Place,Carter,36.82811,-91.0142947,36.82811,-91.0142947,Missouri,38.29739780113773,-92.40621321592816
BARRETT'S STATION,BARRETT'S STATION,MO,St. Louis,1856.0,1892.0,False,4.0,3124,True,36.0,True,BARRETTS,MO,755727.0,Populated Place,St. Louis,38.57172,-90.4601202,38.57172,-90.4601202,Missouri,38.29739780113773,-92.40621321592816
BARRY,BARRY,MO,Clay,1834.0,1906.0,True,4.0,3153,True,72.0,True,BARRY,MO,713699.0,Populated Place,Clay,39.2463911,-94.6007894,39.2463911,-94.6007894,Missouri,38.29739780113773,-92.40621321592816
BARRY COURT HOUSE,BARRY COURT HOUSE,MO,Barry,1845.0,1845.0,True,8.0,3159,True,0.0,True,BARRY,MO,758459.0,Civil,Barry,36.7099124,-93.8290683,36.7099124,-93.8290683,Missouri,38.29739780113773,-92.40621321592816
BARRYVILLE,BARRYVILLE,MO,Macon,1872.0,1899.0,True,5.0,3164,True,27.0,True,BARRYVILLE,MO,733723.0,Populated Place,Macon,39.6678083,-92.6621337,39.6678083,-92.6621337,Missouri,38.29739780113773,-92.40621321592816
BARTLETT,BARTLETT,MO,Shannon,1888.0,1941.0,True,2.0,3181,True,53.0,True,BARTLETT,MO,748694.0,Populated Place,Shannon,37.0047748,-91.4143024,37.0047748,-91.4143024,Missouri,38.29739780113773,-92.40621321592816
BARTOLD VALLEY,BARTOLD VALLEY,MO,St. Louis,1877.0,1890.0,True,4.0,3198,True,13.0,True,BARTOLD VALLEY,MO,756841.0,School,St. Louis,38.6122744,-90.3273378,38.6122744,-90.3273378,Missouri,38.29739780113773,-92.40621321592816
BARTON,BARTON,MO,Barton,1869.0,1880.0,True,6.0,3200,True,11.0,True,BARTON,MO,758460.0,Civil,Barton,37.5023006,-94.3471108,37.5023006,-94.3471108,Missouri,38.29739780113773,-92.40621321592816
BARYTIES,BARYTIES,MO,Washington,1893.0,1931.0,True,2.0,3226,True,38.0,True,BARYTIES,MO,738352.0,Populated Place,Washington,38.0619959,-90.6584621,38.0619959,-90.6584621,Missouri,38.29739780113773,-92.40621321592816
BASHER,BASHER,MO,Douglas,1907.0,1920.0,True,3.0,3237,True,13.0,True,BASHER,MO,713713.0,Populated Place,Douglas,36.9967204,-92.6060006,36.9967204,-92.6060006,Missouri,38.29739780113773,-92.40621321592816
BASIN KNOB,BASIN KNOB,MO,Johnson,1848.0,1863.0,True,6.0,3247,True,15.0,True,BASIN KNOB,MO,713715.0,Cemetery,Johnson,38.8458564,-94.0893024,38.8458564,-94.0893024,Missouri,38.29739780113773,-92.40621321592816
BASS,BASS,MO,Cole,1890.0,1913.0,True,4.0,3260,True,23.0,True,BASS,MO,738649.0,Populated Place,Cole,38.4319766,-92.3251831,38.4319766,-92.3251831,Missouri,38.29739780113773,-92.40621321592816
BASSVILLE,BASSVILLE,MO,Greene,1901.0,1905.0,True,5.0,3283,True,4.0,True,BASSVILLE,MO,713720.0,Populated Place,Greene,37.3444898,-93.1324059,37.3444898,-93.1324059,Missouri,38.29739780113773,-92.40621321592816
BATESVILLE,BATESVILLE,MO,Butler,1902.0,1910.0,True,4.0,3313,True,8.0,True,BATESVILLE,MO,713732.0,Populated Place,Butler,36.6989448,-90.2462149,36.6989448,-90.2462149,Missouri,38.29739780113773,-92.40621321592816
BATTLEFIELD,BATTLEFIELD,MO,Greene,1908.0,1940.0,True,2.0,3360,True,32.0,True,BATTLEFIELD,MO,713740.0,Populated Place,Greene,37.1156073,-93.3701899,37.1156073,-93.3701899,Missouri,38.29739780113773,-92.40621321592816
BATTSVILLE,BATTSVILLE,MO,Carroll,1872.0,1888.0,False,6.0,3367,True,16.0,True,BATTSVILLE,MO,742651.0,School,Carroll,39.5453006,-93.3282636,39.5453006,-93.3282636,Missouri,38.29739780113773,-92.40621321592816
BAUFF,BAUFF,MO,Taney,1858.0,1894.0,False,4.0,3368,True,36.0,True,BAUFF,MO,751254.0,Populated Place,Taney,36.6108962,-92.8001705,36.6108962,-92.8001705,Missouri,38.29739780113773,-92.40621321592816
BAUR,BAUR,MO,Gasconade,1890.0,1893.0,True,5.0,3377,True,3.0,True,BAUR,MO,729670.0,Populated Place,Gasconade,38.3000477,-91.3965432,38.3000477,-91.3965432,Missouri,38.29739780113773,-92.40621321592816
BAXTER,BAXTER,MO,Stone,1887.0,1940.0,True,1.0,3385,True,53.0,True,BAXTER,MO,753057.0,Populated Place,Stone,36.5661758,-93.492132,36.5661758,-93.492132,Missouri,38.29739780113773,-92.40621321592816
BAY,BAY,MO,Gasconade,1860.0,1963.0,True,1.0,3402,True,103.0,True,BAY,MO,713749.0,Populated Place,Gasconade,38.5083796,-91.5584975,38.5083796,-91.5584975,Missouri,38.29739780113773,-92.40621321592816
BAYFIELD,BAYFIELD,MO,Dekalb,1886.0,1917.0,True,4.0,3449,True,31.0,True,BAYFIELD,MO,729425.0,Populated Place,DeKalb,39.7819406,-94.5960684,39.7819406,-94.5960684,Missouri,38.29739780113773,-92.40621321592816
BAYOUVILLE,BAYOUVILLE,MO,New Madrid,1900.0,1930.0,True,2.0,3495,True,30.0,True,BAYOUVILLE,MO,740662.0,Populated Place,New Madrid,36.6511698,-89.3642396,36.6511698,-89.3642396,Missouri,38.29739780113773,-92.40621321592816
BEACH,BEACH,MO,Webster,1897.0,1906.0,True,5.0,3519,True,9.0,True,BEACH,MO,735502.0,Populated Place,Webster,37.4311559,-92.9590682,37.4311559,-92.9590682,Missouri,38.29739780113773,-92.40621321592816
BEAL,BEAL,MO,Shannon,1922.0,1932.0,True,2.0,3556,True,10.0,True,BEAL,MO,740663.0,Populated Place,Shannon,37.1136604,-91.0959615,37.1136604,-91.0959615,Missouri,38.29739780113773,-92.40621321592816
BEAM LAKE,BEAM LAKE,MO,Platte,1892.0,1895.0,True,6.0,3569,True,3.0,True,BEAN LAKE,MO,739626.0,Populated Place,Platte,39.4977735,-95.0041314,39.4977735,-95.0041314,Missouri,38.29739780113773,-92.40621321592816
BEAMAN,BEAMAN,MO,Pettis,1878.0,1955.0,True,1.0,3570,True,77.0,True,BEAMAN,MO,729702.0,Populated Place,Pettis,38.757239,-93.1335358,38.757239,-93.1335358,Missouri,38.29739780113773,-92.40621321592816
BEAR BRANCH,BEAR BRANCH,MO,Linn,1871.0,1887.0,True,6.0,3588,True,16.0,True,BEAR BRANCH,MO,733982.0,Populated Place,Linn,39.9414122,-93.0338134,39.9414122,-93.0338134,Missouri,38.29739780113773,-92.40621321592816
BEAR CREEK STATION,BEAR CREEK STATION,MO,Marion,1858.0,1863.0,True,7.0,3606,True,5.0,True,BEAR CREEK STATION,MO,741355.0,Populated Place,Marion,39.6983782,-91.4607081,39.6983782,-91.4607081,Missouri,38.29739780113773,-92.40621321592816
BEARCREEK,BEARCREEK,MO,Cedar,1847.0,1957.0,True,1.0,3617,True,110.0,True,BEARCREEK,MO,729840.0,Populated Place,Cedar,37.6572614,-93.6582615,37.6572614,-93.6582615,Missouri,38.29739780113773,-92.40621321592816
BEAUVAIS,BEAUVAIS,MO,St. Genevieve,1841.0,1842.0,True,9.0,3674,True,1.0,True,BEAUVAIS,MO,767324.0,Civil,Ste. Genevieve,37.8354865,-90.0646661,37.8354865,-90.0646661,Missouri,38.29739780113773,-92.40621321592816
BEAVER,BEAVER,MO,Douglas,1867.0,1910.0,True,3.0,3677,True,43.0,True,BEAVER,MO,740349.0,Locale,Douglas,37.0028309,-92.7729476,37.0028309,-92.7729476,Missouri,38.29739780113773,-92.40621321592816
BEAVERDAM,BEAVERDAM,MO,Ripley,1895.0,1897.0,True,6.0,3726,True,2.0,True,BEAVERDAM,MO,735232.0,Populated Place,Ripley,36.7531108,-90.630951,36.7531108,-90.630951,Missouri,38.29739780113773,-92.40621321592816
BEBRA,BEBRA,MO,Morgan,1882.0,1910.0,True,4.0,3739,True,28.0,True,BEBRA,MO,744784.0,Locale,Morgan,38.5402983,-93.0549228,38.5402983,-93.0549228,Missouri,38.29739780113773,-92.40621321592816
BECK,BECK,MO,Jefferson,1900.0,1905.0,True,5.0,3743,True,5.0,True,BECK,MO,713842.0,Populated Place,Jefferson,38.4117207,-90.3828968,38.4117207,-90.3828968,Missouri,38.29739780113773,-92.40621321592816
BECKER,BECKER,MO,Franklin,1892.0,1943.0,False,1.0,3747,True,51.0,True,BECKER,MO,731641.0,Populated Place,Franklin,38.5792196,-90.7751312,38.5792196,-90.7751312,Missouri,38.29739780113773,-92.40621321592816
BEDFORD,BEDFORD,MO,Livingston,1858.0,1931.0,True,2.0,3783,True,73.0,True,BEDFORD,MO,760182.0,Post Office,Livingston,39.6961324,-93.3729874,39.6961324,-93.3729874,Missouri,38.29739780113773,-92.40621321592816
BEDISON,BEDISON,MO,Nodaway,1889.0,1942.0,True,2.0,3805,True,53.0,True,BEDISON,MO,740664.0,Populated Place,Nodaway,40.2933239,-94.7744126,40.2933239,-94.7744126,Missouri,38.29739780113773,-92.40621321592816
BEE CREEK,BEE CREEK,MO,Taney,1871.0,1873.0,True,7.0,3819,True,2.0,True,BEE CREEK,MO,713867.0,Cemetery,Taney,36.5230532,-93.0856343,36.5230532,-93.0856343,Missouri,38.29739780113773,-92.40621321592816
